Id,log_bike_count
242,0.97980857
243,0.6574687
244,0.91114724
245,0.8299961
246,0.79997206
247,0.42389163
248,0.73515135
249,0.3079061
250,0.63016605
251,1.1913109
252,0.47503206
253,1.9232143
254,0.30823967
255,2.004675
256,0.0714987
257,0.39901054
258,0.37246764
259,2.1245265
260,0.053442996
261,1.5579991
262,0.98657703
263,1.4937258
264,1.938561
265,1.4735199
266,1.4993536
267,0.72866637
268,1.3540393
269,0.60186654
270,1.4486473
271,0.96951663
272,1.4933089
273,0.67948115
274,2.3576825
275,0.3135345
276,0.8031966
277,1.2746387
278,0.036722176
279,1.8871609
280,0.09223201
281,1.5079235
282,1.201792
283,2.142582
284,1.9876013
285,0.7151309
286,1.5162554
287,0.37524253
288,1.5101876
289,0.5647077
290,0.8839939
291,0.45660123
292,0.8364957
293,1.3723638
294,0.5405509
295,1.3975041
296,0.34712037
297,1.2012639
298,0.17055869
299,1.1707346
300,2.0486596
301,1.2423265
302,1.5193363
303,0.8605968
304,1.5288948
305,0.64307934
306,1.5137203
307,0.97080785
308,1.6521137
309,1.4598519
310,2.067341
311,0.48110762
312,2.3693047
313,0.44475612
314,0.21260306
315,1.1367006
316,0.15438892
317,0.91614276
318,1.0352299
319,0.37342837
320,1.9696417
321,0.7666698
322,1.8865706
323,0.07868596
324,1.5132382
325,1.487298
326,1.4986807
327,1.4968565
328,2.0241656
329,2.0714574
330,2.2812567
331,0.8109259
332,0.77177346
333,2.0782306
334,0.89325964
335,1.685431
336,0.26431724
337,2.06982
338,1.539693
339,2.3278456
340,1.618608
341,1.4429531
342,1.6290472
343,0.8265778
344,2.3252082
345,0.7624666
346,0.802686
347,0.7052719
348,1.2759242
349,0.36707553
350,1.2271402
351,1.1510382
352,1.3618923
353,2.3436668
354,1.3979024
355,1.386999
356,0.72024494
357,0.73913336
358,0.7107269
359,0.20435077
360,0.07496866
361,1.4365665
362,0.695987
363,1.4962528
364,0.94105333
365,1.5058112
366,0.98006946
367,1.6129574
368,1.0043176
369,2.271647
370,1.0846132
371,1.4093236
372,0.44227916
373,0.82823706
374,1.5225534
375,0.7004453
376,1.5337481
377,1.0258461
378,2.1385581
379,0.58195925
380,0.7876066
381,0.37595412
382,0.5902493
383,0.34217283
384,1.3056151
385,1.9599504
386,1.6321014
387,1.6281664
388,1.7826405
389,2.1564138
390,2.4063077
391,1.4309516
392,0.75856155
393,1.0693842
394,0.6937595
395,0.3047675
396,0.76963747
397,1.4076104
398,1.2630788
399,0.9938372
400,0.8733933
401,0.383007
402,0.5039841
403,1.0196986
404,1.1132321
405,0.9705111
406,1.1075904
407,1.1854185
408,0.9342741
409,0.8855376
410,0.59516525
411,-0.06328252
412,-0.112778515
413,0.3203778
414,0.068043314
415,1.05621
416,0.2351061
417,1.9999142
418,1.6322417
419,1.536483
420,1.6508788
421,1.4878739
422,1.893891
423,2.218523
424,1.5006219
425,0.46251097
426,1.2993647
427,1.3574458
428,1.3098463
429,1.2780612
430,0.70843565
431,0.7873471
432,0.43986666
433,0.48218387
434,0.43491805
435,0.7610303
436,1.1370257
437,1.1636673
438,1.4610204
439,1.3782239
440,0.60806364
441,0.26638374
442,0.25956124
443,0.07926695
444,1.9205703
445,1.4514548
446,2.1218462
447,2.4551084
448,2.4319525
449,1.7537636
450,0.76440555
451,0.6845739
452,0.09869224
453,1.1957666
454,2.0755858
455,1.2878869
456,1.2305647
457,1.3827258
458,1.595953
459,2.1708643
460,0.5069313
461,1.9848475
462,0.3912278
463,0.32857
464,0.48695686
465,0.23966424
466,0.10996172
467,1.5623857
468,2.3756099
469,0.72592264
470,0.44294137
471,0.4122819
472,1.5892882
473,1.5949903
474,1.9312853
475,2.2198253
476,2.2645955
477,1.4255332
478,0.6529922
479,0.4089105
480,1.3609296
481,2.1168044
482,1.5821106
483,1.5721046
484,1.5674075
485,1.7150743
486,2.0779383
487,2.345525
488,0.6010139
489,0.47487697
490,1.5456662
491,1.6598185
492,1.6031749
493,1.5181865
494,0.7603588
495,0.7565804
496,1.1334112
497,1.280739
498,0.54272944
499,0.31060565
500,0.033357475
501,-0.11476739
502,0.2914149
503,0.3679111
504,0.6018405
505,0.6788964
506,0.909224
507,1.0655385
508,0.43260843
509,0.31265295
510,0.5224602
511,0.77404594
512,0.2443908
513,0.95355654
514,1.3693717
515,1.4539729
516,1.5025988
517,1.5965717
518,0.94355804
519,0.82518435
520,0.6817945
521,0.67345744
522,0.4489127
523,1.2320238
524,1.1433396
525,1.8516917
526,2.0466661
527,0.5977762
528,0.9991621
529,0.31676072
530,0.1678714
531,2.025782
532,1.5650529
533,1.4384309
534,1.5233122
535,1.6209084
536,2.2713084
537,1.3596034
538,0.74280983
539,0.55091
540,1.2025998
541,1.482609
542,1.638584
543,2.0163133
544,1.3361269
545,1.9712845
546,1.4992216
547,1.50878
548,2.0277922
549,0.79101074
550,0.60191876
551,1.1318
552,0.53516483
553,1.297857
554,1.249073
555,1.3999054
556,0.692074
557,0.6826045
558,0.54698503
559,0.31091407
560,0.28745893
561,0.80561876
562,1.0528147
563,0.9701301
564,0.9796886
565,0.99614996
566,0.43828124
567,1.9152328
568,1.6404036
569,2.4048774
570,1.4033681
571,0.7288319
572,0.60551256
573,0.7601851
574,0.30994058
575,0.5523293
576,0.27307138
577,1.5299537
578,1.4453716
579,1.5161334
580,1.5258138
581,2.280893
582,0.6326295
583,1.9780605
584,1.606055
585,1.4921849
586,1.5431675
587,0.80252296
588,0.65514386
589,0.8897593
590,1.0645415
591,0.5422004
592,0.41860294
593,1.5631882
594,0.3070484
595,1.8341874
596,1.6566142
597,0.8856792
598,1.4851218
599,0.3992286
600,0.391995
601,0.42216474
602,0.9502119
603,1.1601859
604,1.3947704
605,1.3228314
606,1.3323898
607,1.4770234
608,1.0180259
609,0.72050047
610,0.094151795
611,0.27249637
612,0.34777886
613,0.16139679
614,0.49009973
615,0.32654676
616,0.12548684
617,-0.10530846
618,1.9975332
619,1.9137095
620,1.6088024
621,1.4341863
622,1.5241897
623,1.5148184
624,1.6820977
625,2.4761662
626,2.4055114
627,1.4908277
628,0.6037185
629,1.3714424
630,2.134776
631,3.7130318
632,4.218483
633,3.9710991
634,3.660308
635,3.6558976
636,3.2310946
637,3.1322892
638,1.7854648
639,2.1093752
640,2.6315844
641,3.2673166
642,3.8468373
643,4.4272017
644,4.189817
645,3.2648551
646,3.191887
647,4.08647
648,4.215581
649,4.385192
650,1.4819412
651,4.7226014
652,4.6830597
653,4.1836987
654,5.425937
655,3.0725904
656,1.8394544
657,0.88138413
658,3.5733025
659,4.613659
660,4.2481856
661,5.148385
662,3.8780155
663,3.5316973
664,5.1213813
665,3.8815858
666,1.3224989
667,4.1453094
668,4.8465476
669,4.8031626
670,3.8795
671,4.561777
672,3.8982627
673,4.230047
674,4.3245416
675,4.893592
676,4.0976667
677,3.6991444
678,1.4358348
679,3.4248729
680,1.6050856
681,4.2997727
682,4.5222983
683,5.274273
684,4.0270085
685,5.309699
686,4.1810846
687,3.9188592
688,4.67755
689,3.2540538
690,5.014981
691,2.7176578
692,4.5432987
693,4.6312838
694,3.90278
695,4.014086
696,3.131693
697,3.8841012
698,2.3530002
699,4.150723
700,4.159375
701,4.697979
702,4.159375
703,3.352493
704,4.203316
705,2.5488112
706,4.2859216
707,2.513162
708,4.403533
709,1.992877
710,3.909408
711,1.6068668
712,3.3642757
713,1.9303546
714,3.612063
715,2.2765248
716,4.08647
717,2.911223
718,3.4885397
719,3.1569088
720,3.0084403
721,3.8447607
722,2.237822
723,4.0847664
724,1.7627013
725,3.9955242
726,1.1314234
727,3.9679427
728,4.014367
729,3.7524655
730,3.8672822
731,3.264191
732,4.1766295
733,1.8458949
734,4.3119135
735,1.4156965
736,4.754457
737,1.222177
738,3.8308992
739,2.8262212
740,1.355517
741,3.2654805
742,1.1860565
743,3.4025576
744,4.505915
745,3.4159095
746,3.499171
747,3.8150702
748,3.9399915
749,3.9550846
750,3.9399915
751,3.796767
752,3.9266877
753,2.9672883
754,4.7983365
755,1.9539027
756,3.6886032
757,0.76959383
758,3.9048083
759,1.8271956
760,4.440015
761,3.2220874
762,4.5922675
763,4.4886928
764,3.312426
765,4.474334
766,2.6254134
767,4.0761504
768,1.1837205
769,4.7165313
770,0.95664614
771,5.2069516
772,2.1020489
773,2.7639635
774,4.5695014
775,1.9566289
776,4.0879393
777,0.8497894
778,4.1453094
779,4.510926
780,5.289369
781,3.694736
782,4.079493
783,3.847008
784,3.661252
785,2.849584
786,2.9814506
787,4.572929
788,2.212293
789,3.9605882
790,1.6489843
791,4.111471
792,1.2877736
793,4.130512
794,1.0679402
795,4.8118067
796,1.3934792
797,5.233205
798,4.380676
799,3.4628332
800,4.2076025
801,3.15623
802,4.258015
803,1.7335154
804,4.2345457
805,4.671964
806,5.2564
807,4.0835276
808,3.7880526
809,4.2543125
810,1.3284798
811,2.425865
812,1.5241535
813,1.7991226
814,2.221006
815,1.2810978
816,4.4468465
817,3.5237875
818,4.181033
819,4.565322
820,4.172052
821,4.452986
822,4.3294497
823,3.732546
824,4.7981424
825,4.0197754
826,4.0944104
827,4.134209
828,3.8325095
829,3.8077736
830,1.2039475
831,3.3631415
832,1.57673
833,3.139877
834,4.5309653
835,3.7040656
836,4.1860886
837,3.8695757
838,5.0788827
839,4.080275
840,5.0052404
841,4.080275
842,3.5181704
843,4.1008387
844,3.085781
845,4.4768147
846,3.56453
847,4.1215973
848,3.9768057
849,3.5804791
850,3.8127768
851,3.3632855
852,2.4229026
853,1.6015544
854,1.4507078
855,1.5186222
856,1.2203522
857,3.9661896
858,2.6191635
859,4.410095
860,3.4095747
861,3.054732
862,4.044286
863,2.7029371
864,3.1324222
865,0.6875961
866,2.7878273
867,1.854049
868,3.9851794
869,3.3881884
870,3.435541
871,4.086363
872,3.1727943
873,5.2843657
874,1.2380384
875,3.5555153
876,0.85684794
877,1.4536974
878,1.2993891
879,4.6089683
880,4.6519823
881,4.008638
882,3.4133966
883,0.9349656
884,4.6218867
885,4.1267114
886,5.0503645
887,4.1134076
888,3.3069808
889,4.249813
890,2.029351
891,1.5548406
892,1.3295864
893,1.9493439
894,1.1722572
895,4.1106753
896,3.4513516
897,4.1106753
898,4.143816
899,4.253174
900,5.302898
901,5.2249393
902,3.8719866
903,5.2464232
904,2.5072181
905,3.5882096
906,1.5490462
907,1.1576439
908,1.9435495
909,1.1723988
910,4.5808353
911,2.021516
912,3.981242
913,3.5294025
914,3.7232237
915,4.603551
916,3.9906495
917,4.5032325
918,4.0941377
919,4.2218537
920,5.2208104
921,4.2218537
922,4.7245865
923,4.872894
924,3.83572
925,5.1768665
926,3.575478
927,3.0281634
928,3.3610466
929,2.104117
930,1.4191396
931,1.524368
932,4.134209
933,1.8157588
934,3.551049
935,2.354526
936,2.647776
937,4.1516647
938,1.7207054
939,4.136286
940,1.6990373
941,4.180227
942,1.9424864
943,4.2429795
944,2.3487554
945,4.3867807
946,3.0730608
947,3.3949642
948,4.3023615
949,2.2340708
950,4.507314
951,1.4520499
952,4.5744615
953,2.5736687
954,3.2803364
955,3.0226123
956,3.0445807
957,3.829905
958,2.8943133
959,4.2059083
960,2.6689365
961,4.1702833
962,2.0653577
963,3.9135993
964,1.6443622
965,2.8212063
966,2.5163376
967,2.657797
968,2.927365
969,1.7352047
970,3.639508
971,0.4693232
972,3.8763337
973,0.9984949
974,4.3345327
975,3.46531
976,3.8611803
977,4.574881
978,3.1914415
979,3.7869527
980,2.515543
981,4.064607
982,1.178563
983,4.1091022
984,3.9397025
985,4.841186
986,3.733844
987,5.260926
988,4.0163713
989,4.086363
990,4.0812945
991,4.2337856
992,4.789929
993,5.2913914
994,4.6759915
995,3.792309
996,3.2123017
997,0.946291
998,1.9556944
999,3.969705
1000,5.264013
1001,4.774786
1002,3.8785667
1003,3.4163895
1004,1.4149103
1005,1.0257969
1006,1.2671455
1007,1.9031888
1008,3.421306
1009,4.5941787
1010,3.80566
1011,4.084518
1012,4.8011856
1013,5.286479
1014,4.7253113
1015,3.6540887
1016,1.7254364
1017,3.370207
1018,3.9845564
1019,3.8152966
1020,4.082722
1021,4.754856
1022,3.8824682
1023,2.4239058
1024,1.7758479
1025,1.4040538
1026,3.876051
1027,4.378213
1028,5.1249638
1029,4.67913
1030,3.540225
1031,1.5033269
1032,3.725182
1033,4.386399
1034,3.3063698
1035,1.799971
1036,1.4560704
1037,3.6407022
1038,3.9423127
1039,3.977839
1040,4.0677686
1041,1.2087117
1042,0.88129437
1043,4.0108495
1044,5.3468366
1045,3.131187
1046,2.8906176
1047,1.5920341
1048,4.630176
1049,3.897024
1050,3.9825635
1051,3.97742
1052,5.0584536
1053,1.7521243
1054,3.5135896
1055,3.981597
1056,4.1598687
1057,4.4685006
1058,3.8228896
1059,3.9172647
1060,3.6009524
1061,2.5405226
1062,1.9506118
1063,1.840768
1064,1.7632948
1065,2.215994
1066,2.8087049
1067,3.9218314
1068,4.0930605
1069,4.1206064
1070,4.4585752
1071,4.3861685
1072,4.1472483
1073,3.843851
1074,3.751234
1075,1.2480472
1076,2.116759
1077,3.727849
1078,4.14526
1079,4.1836987
1080,4.919187
1081,5.4365892
1082,4.009687
1083,3.6285768
1084,2.280652
1085,1.9638108
1086,3.778785
1087,3.8049414
1088,5.0718307
1089,4.549437
1090,4.9644375
1091,3.6059833
1092,1.9641048
1093,1.4617383
1094,3.4546752
1095,4.480769
1096,3.9439917
1097,3.7953224
1098,4.1320057
1099,4.3268523
1100,5.299245
1101,2.0925224
1102,3.3578923
1103,4.0547485
1104,4.860106
1105,5.382811
1106,3.1173954
1107,2.476372
1108,1.8636751
1109,3.8512626
1110,3.7561846
1111,4.1583886
1112,4.181033
1113,4.8586283
1114,1.8320758
1115,1.262181
1116,2.040153
1117,3.555072
1118,4.2258806
1119,4.150723
1120,4.2141886
1121,4.576617
1122,3.8149898
1123,1.6219207
1124,3.9955242
1125,3.9698126
1126,4.1318717
1127,3.4601593
1128,3.133757
1129,2.9218295
1130,2.5027843
1131,1.7887464
1132,2.2261913
1133,3.996319
1134,2.452358
1135,1.1404954
1136,0.6538732
1137,1.009886
1138,4.0222864
1139,3.7564397
1140,4.0761504
1141,4.0690813
1142,4.104753
1143,5.2261944
1144,4.5391035
1145,3.6650999
1146,1.945643
1147,3.4254963
1148,3.7370915
1149,3.8561223
1150,3.8372738
1151,4.0387764
1152,4.842585
1153,4.4221716
1154,3.6500309
1155,3.516639
1156,0.94080377
1157,0.8551158
1158,1.4931822
1159,4.666349
1160,3.7913277
1161,4.143816
1162,4.2852783
1163,4.7446017
1164,3.6647637
1165,1.263058
1166,1.2173629
1167,3.4514415
1168,4.0941377
1169,4.8099566
1170,5.2138133
1171,3.0287561
1172,1.2053803
1173,2.0298557
1174,3.9512904
1175,4.1369605
1176,4.3103337
1177,4.82754
1178,5.1315126
1179,5.0387893
1180,4.662958
1181,2.7267334
1182,2.130454
1183,3.4016702
1184,4.1644773
1185,1.8276144
1186,3.355402
1187,3.9661896
1188,3.978338
1189,4.1077547
1190,4.25231
1191,1.8148563
1192,0.6876645
1193,1.0845808
1194,4.5733333
1195,4.5524254
1196,2.7177913
1197,2.049858
1198,0.95026064
1199,1.4718668
1200,3.461282
1201,4.6791954
1202,3.695757
1203,4.1382594
1204,4.1382594
1205,4.1249557
1206,4.280676
1207,4.830082
1208,5.25148
1209,3.5993397
1210,2.812135
1211,2.0079172
1212,4.5130434
1213,3.962168
1214,4.1267114
1215,5.255713
1216,3.8563337
1217,3.426004
1218,3.0484
1219,2.4478033
1220,1.2719915
1221,1.2231573
1222,4.5824175
1223,4.488548
1224,4.100065
1225,4.8293996
1226,3.3815346
1227,2.9984448
1228,4.006036
1229,4.2178307
1230,4.224605
1231,3.8475475
1232,3.6643004
1233,3.3249226
1234,2.6158454
1235,3.0788314
1236,3.3951561
1237,3.8906922
1238,4.136286
1239,4.451749
1240,4.0901074
1241,3.558785
1242,3.073593
1243,2.2606182
1244,1.5034062
1245,1.8384813
1246,3.3765528
1247,3.9423127
1248,4.279291
1249,3.2037761
1250,0.5489319
1251,1.8847942
1252,4.683257
1253,4.1091022
1254,4.0944533
1255,4.2725344
1256,4.6592665
1257,3.7505283
1258,1.7253059
1259,1.5038201
1260,4.0884414
1261,4.378008
1262,4.4060807
1263,4.0894217
1264,4.6161575
1265,3.8312492
1266,1.9518381
1267,1.8850423
1268,1.9931418
1269,4.2105336
1270,4.447551
1271,4.602263
1272,3.4225059
1273,2.181043
1274,1.9010975
1275,3.1272705
1276,4.4443126
1277,4.482589
1278,4.4268136
1279,3.98368
1280,3.1168883
1281,1.8581192
1282,4.3761053
1283,4.489742
1284,4.6756935
1285,5.7169476
1286,4.026562
1287,3.7916126
1288,1.9497759
1289,3.9663765
1290,4.099554
1291,3.8339152
1292,2.5331426
1293,1.2460941
1294,1.6786145
1295,2.4594634
1296,4.1320267
1297,4.136177
1298,4.684419
1299,3.8050792
1300,3.706097
1301,3.3336196
1302,1.4165751
1303,2.5723553
1304,4.0444355
1305,5.2210755
1306,4.197715
1307,4.4104247
1308,4.4237304
1309,5.216574
1310,5.6733727
1311,5.0119667
1312,4.539646
1313,1.6065048
1314,5.2360134
1315,4.274161
1316,4.1350865
1317,3.810501
1318,3.560197
1319,3.4068863
1320,2.746523
1321,2.228868
1322,2.1838958
1323,2.1226056
1324,3.8090372
1325,4.4920845
1326,4.888118
1327,4.4830065
1328,4.2708125
1329,4.1289277
1330,3.328649
1331,3.269146
1332,2.190307
1333,2.0624325
1334,1.5315828
1335,3.059921
1336,2.1638393
1337,1.8857358
1338,0.66878295
1339,4.0724506
1340,4.2010098
1341,4.19687
1342,5.2658095
1343,3.417297
1344,3.4815876
1345,2.4807725
1346,1.2908233
1347,1.1352872
1348,1.653003
1349,5.1494584
1350,5.0827513
1351,4.2707253
1352,4.2813373
1353,4.4889526
1354,5.4622755
1355,4.8874536
1356,4.1486845
1357,3.38998
1358,1.5171074
1359,1.934136
1360,5.4268
1361,4.448198
1362,4.249928
1363,4.391923
1364,4.752625
1365,5.6257105
1366,4.157176
1367,2.3288314
1368,1.6495717
1369,1.4870825
1370,2.6612885
1371,4.1697445
1372,5.4494057
1373,4.340922
1374,4.424855
1375,4.6193695
1376,5.5534286
1377,3.810433
1378,2.8727908
1379,2.4113374
1380,2.5833387
1381,4.5169234
1382,4.549175
1383,5.232449
1384,5.3849306
1385,4.8942595
1386,4.169551
1387,4.031719
1388,3.3441405
1389,2.0357645
1390,2.5674691
1391,4.168391
1392,4.3662453
1393,4.346094
1394,4.07611
1395,3.8915093
1396,3.4242315
1397,2.6061676
1398,2.145682
1399,2.0261436
1400,2.9624827
1401,3.8683946
1402,4.059717
1403,4.1940794
1404,4.2905493
1405,1.6734239
1406,1.7041912
1407,3.6989036
1408,3.745883
1409,4.594136
1410,3.7146304
1411,2.2856703
1412,1.7841486
1413,1.1414514
1414,3.8706484
1415,5.2379804
1416,5.1493034
1417,4.2962914
1418,4.390303
1419,4.390303
1420,4.6126966
1421,4.0244946
1422,3.1424682
1423,5.01189
1424,4.1942625
1425,4.316307
1426,4.3776145
1427,5.464936
1428,5.0457854
1429,1.5701094
1430,5.203509
1431,4.358169
1432,4.4921746
1433,5.5971675
1434,3.872215
1435,2.4548657
1436,4.024987
1437,5.1345916
1438,4.3767624
1439,4.760522
1440,5.1627517
1441,4.6292243
1442,4.142247
1443,3.418222
1444,2.4823093
1445,2.2955496
1446,2.5060928
1447,3.4808083
1448,3.9457839
1449,4.0618844
1450,3.9215503
1451,3.835409
1452,4.3951993
1453,3.8544135
1454,3.740896
1455,3.2408032
1456,2.9037457
1457,2.5159855
1458,1.618635
1459,1.0544515
1460,1.0212473
1461,0.7103236
1462,1.3675282
1463,3.6534538
1464,4.1345477
1465,3.2923331
1466,2.1014533
1467,0.56748754
1468,2.4878545
1469,4.417142
1470,4.0699053
1471,4.303915
1472,5.508722
1473,4.6865053
1474,4.0263395
1475,3.276463
1476,1.8879137
1477,1.7976925
1478,0.7187318
1479,2.5695374
1480,1.497799
1481,5.0777564
1482,2.5191808
1483,4.9571104
1484,4.028467
1485,4.79724
1486,3.9956026
1487,4.216055
1488,4.005165
1489,3.4086761
1490,4.72163
1491,3.2689793
1492,3.3738256
1493,3.2864094
1494,2.866166
1495,3.7352958
1496,2.0493052
1497,4.16135
1498,1.1369971
1499,4.4602203
1500,0.85889226
1501,4.8221207
1502,5.2403965
1503,4.787146
1504,4.287864
1505,4.133606
1506,4.350314
1507,3.7874062
1508,4.5646667
1509,3.5450237
1510,3.7846155
1511,2.7632344
1512,3.567892
1513,2.0905802
1514,3.2014885
1515,4.469919
1516,1.0567397
1517,4.6302156
1518,4.3056164
1519,4.718015
1520,5.4568644
1521,4.155961
1522,4.8372684
1523,3.666016
1524,4.159405
1525,2.43594
1526,3.4326868
1527,1.2982237
1528,3.0423157
1529,2.694187
1530,1.0560908
1531,4.2345605
1532,1.4268087
1533,5.4993744
1534,2.4777794
1535,4.225912
1536,4.9452243
1537,1.2282017
1538,4.334005
1539,1.6835111
1540,4.3560524
1541,5.1884813
1542,4.7475038
1543,5.090944
1544,3.1184428
1545,4.0646367
1546,2.6841946
1547,3.772146
1548,2.5473955
1549,3.8972797
1550,1.4695725
1551,4.8949294
1552,4.2117543
1553,3.1711752
1554,4.236432
1555,5.3033404
1556,3.9125283
1557,5.193137
1558,3.5972788
1559,4.2193656
1560,3.3814936
1561,1.578791
1562,3.0550997
1563,4.406215
1564,1.4070992
1565,4.4104247
1566,2.014917
1567,4.140412
1568,4.754036
1569,3.7551246
1570,4.132869
1571,2.5216165
1572,3.4025433
1573,1.8059101
1574,2.3527975
1575,1.9495083
1576,0.81665856
1577,4.09768
1578,5.20506
1579,4.589289
1580,4.35986
1581,4.7951345
1582,4.343245
1583,5.2653356
1584,4.356254
1585,5.5193553
1586,5.5466976
1587,4.5055604
1588,5.527664
1589,2.7753077
1590,4.8046637
1591,3.3601506
1592,4.133364
1593,4.5225277
1594,3.3033223
1595,4.5351973
1596,4.071805
1597,4.8270774
1598,5.3100047
1599,4.9230924
1600,4.3683877
1601,3.7578282
1602,4.0198154
1603,2.695263
1604,4.1165147
1605,3.5461497
1606,4.34634
1607,4.7495446
1608,4.34634
1609,4.8190928
1610,4.5402937
1611,4.6333065
1612,5.502045
1613,4.1196876
1614,4.89076
1615,3.9017117
1616,4.2055445
1617,3.59836
1618,4.024439
1619,3.059217
1620,5.1524863
1621,1.337733
1622,4.360685
1623,5.475591
1624,5.0553184
1625,4.561192
1626,3.5207064
1627,4.089715
1628,1.4660578
1629,1.756333
1630,2.5333257
1631,2.2744293
1632,4.202608
1633,3.9197779
1634,4.319947
1635,4.3155627
1636,4.328633
1637,4.9843326
1638,5.48799
1639,2.0658262
1640,4.20851
1641,2.6791263
1642,3.4490418
1643,4.463831
1644,2.984062
1645,3.5756836
1646,1.1623065
1647,5.366868
1648,4.002716
1649,4.1965437
1650,4.442799
1651,4.4059653
1652,5.2999
1653,3.9838905
1654,4.2248936
1655,3.3659968
1656,3.7925074
1657,1.7277726
1658,2.1697907
1659,1.4891977
1660,1.2646052
1661,1.8226652
1662,2.6430671
1663,5.058734
1664,4.206511
1665,4.938088
1666,4.417855
1667,4.7565184
1668,4.7496667
1669,3.6788394
1670,4.2581987
1671,3.5137367
1672,3.0204794
1673,3.026117
1674,1.5801394
1675,3.490497
1676,1.1403182
1677,4.388275
1678,4.3450747
1679,4.4009447
1680,4.594358
1681,4.7828875
1682,4.6894383
1683,4.747913
1684,4.475551
1685,4.632541
1686,4.182145
1687,2.3961718
1688,1.4637048
1689,4.0505695
1690,0.39096886
1691,3.817255
1692,1.4464058
1693,4.3114867
1694,2.5266614
1695,3.291137
1696,4.2677774
1697,2.7624676
1698,4.3410277
1699,1.138326
1700,5.5929356
1701,5.2818704
1702,4.776207
1703,5.2343163
1704,3.0357141
1705,4.124189
1706,4.0503616
1707,5.1791635
1708,3.3396373
